2017-01-24 04:37:23,231 DEBUG    version=v043-unified:simple-ff-35-35
2017-01-24 04:39:02,870 INFO     Waiting for existing lock by process '21738' (I am process '21744')
2017-01-24 04:39:02,871 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:09,889 INFO     Waiting for existing lock by process '21738' (I am process '21744')
2017-01-24 04:39:09,890 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:19,212 INFO     Waiting for existing lock by process '21738' (I am process '21744')
2017-01-24 04:39:19,212 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:24,462 INFO     Waiting for existing lock by process '21738' (I am process '21744')
2017-01-24 04:39:24,463 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:32,053 INFO     Waiting for existing lock by process '21738' (I am process '21744')
2017-01-24 04:39:32,053 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:42,015 DEBUG    Starting training...
2017-01-24 04:41:27,751 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-000.pkl
2017-01-24 04:41:38,122 INFO     epoch: 0 took 116.107s (83.727s in batching)
training loss:	0.625382
validation loss:	0.618631
validation error:	0.346221
2017-01-24 04:41:38,124 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:43:30,523 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-001.pkl
2017-01-24 04:43:40,759 INFO     epoch: 1 took 122.637s (83.170s in batching)
training loss:	0.613627
validation loss:	0.613386
validation error:	0.338786
2017-01-24 04:43:40,762 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:45:26,213 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-002.pkl
2017-01-24 04:45:36,483 INFO     epoch: 2 took 115.724s (82.977s in batching)
training loss:	0.610472
validation loss:	0.607989
validation error:	0.332387
2017-01-24 04:45:36,485 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:47:21,995 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-003.pkl
2017-01-24 04:47:32,298 INFO     epoch: 3 took 115.816s (82.943s in batching)
training loss:	0.608490
validation loss:	0.606657
validation error:	0.332649
2017-01-24 04:47:32,301 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:49:18,195 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-004.pkl
2017-01-24 04:49:28,572 INFO     epoch: 4 took 116.273s (82.967s in batching)
training loss:	0.607109
validation loss:	0.606313
validation error:	0.332198
2017-01-24 04:49:28,575 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:51:14,813 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-005.pkl
2017-01-24 04:51:25,048 INFO     epoch: 5 took 116.476s (83.387s in batching)
training loss:	0.605965
validation loss:	0.610357
validation error:	0.335822
2017-01-24 04:51:25,050 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:53:10,345 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-006.pkl
2017-01-24 04:53:20,563 INFO     epoch: 6 took 115.516s (82.673s in batching)
training loss:	0.604955
validation loss:	0.608441
validation error:	0.330449
2017-01-24 04:53:20,665 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:55:06,834 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-007.pkl
2017-01-24 04:55:17,117 INFO     epoch: 7 took 116.553s (83.317s in batching)
training loss:	0.604313
validation loss:	0.605332
validation error:	0.325755
2017-01-24 04:55:17,217 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:57:03,115 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-008.pkl
2017-01-24 04:57:13,304 INFO     epoch: 8 took 116.187s (83.289s in batching)
training loss:	0.603760
validation loss:	0.605218
validation error:	0.329001
2017-01-24 04:57:13,307 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 04:58:58,951 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-009.pkl
2017-01-24 04:59:09,016 INFO     epoch: 9 took 115.712s (83.064s in batching)
training loss:	0.603258
validation loss:	0.603973
validation error:	0.330384
2017-01-24 04:59:09,019 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:00:55,274 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-010.pkl
2017-01-24 05:01:05,408 INFO     epoch: 10 took 116.392s (83.379s in batching)
training loss:	0.602584
validation loss:	0.602254
validation error:	0.328074
2017-01-24 05:01:05,410 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:02:51,230 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-011.pkl
2017-01-24 05:03:01,425 INFO     epoch: 11 took 116.018s (83.122s in batching)
training loss:	0.602246
validation loss:	0.605372
validation error:	0.328932
2017-01-24 05:03:01,428 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:04:47,713 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-012.pkl
2017-01-24 05:04:57,896 INFO     epoch: 12 took 116.471s (83.457s in batching)
training loss:	0.602036
validation loss:	0.602953
validation error:	0.328629
2017-01-24 05:04:57,899 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:06:44,061 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-013.pkl
2017-01-24 05:06:54,202 INFO     epoch: 13 took 116.305s (83.288s in batching)
training loss:	0.601501
validation loss:	0.605807
validation error:	0.328243
2017-01-24 05:06:54,204 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:08:40,480 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-014.pkl
2017-01-24 05:08:50,633 INFO     epoch: 14 took 116.432s (83.983s in batching)
training loss:	0.601271
validation loss:	0.601862
validation error:	0.327425
2017-01-24 05:08:50,636 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:10:36,905 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-015.pkl
2017-01-24 05:10:47,160 INFO     epoch: 15 took 116.527s (83.575s in batching)
training loss:	0.600916
validation loss:	0.603243
validation error:	0.326964
2017-01-24 05:10:47,163 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:12:33,533 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-016.pkl
2017-01-24 05:12:43,718 INFO     epoch: 16 took 116.559s (83.319s in batching)
training loss:	0.600702
validation loss:	0.602480
validation error:	0.325507
2017-01-24 05:12:43,721 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:14:29,917 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-017.pkl
2017-01-24 05:14:40,049 INFO     epoch: 17 took 116.331s (83.297s in batching)
training loss:	0.600399
validation loss:	0.603986
validation error:	0.328401
2017-01-24 05:14:40,149 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:16:26,391 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-018.pkl
2017-01-24 05:16:36,488 INFO     epoch: 18 took 116.439s (83.581s in batching)
training loss:	0.600187
validation loss:	0.603004
validation error:	0.327202
2017-01-24 05:16:36,491 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:18:22,464 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-019.pkl
2017-01-24 05:18:32,645 INFO     epoch: 19 took 116.157s (83.187s in batching)
training loss:	0.599909
validation loss:	0.606294
validation error:	0.327043
2017-01-24 05:18:32,745 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:20:19,276 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-020.pkl
2017-01-24 05:20:29,447 INFO     epoch: 20 took 116.802s (83.476s in batching)
training loss:	0.599829
validation loss:	0.602017
validation error:	0.325338
2017-01-24 05:20:29,465 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:22:16,038 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-021.pkl
2017-01-24 05:22:26,285 INFO     epoch: 21 took 116.839s (83.745s in batching)
training loss:	0.599548
validation loss:	0.603682
validation error:	0.328540
2017-01-24 05:22:26,289 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:24:13,152 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-022.pkl
2017-01-24 05:24:23,338 INFO     epoch: 22 took 117.053s (83.829s in batching)
training loss:	0.599528
validation loss:	0.602733
validation error:	0.327296
2017-01-24 05:24:23,341 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:26:09,936 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-023.pkl
2017-01-24 05:26:20,103 INFO     epoch: 23 took 116.765s (83.733s in batching)
training loss:	0.599327
validation loss:	0.602776
validation error:	0.327717
2017-01-24 05:26:20,106 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:28:06,663 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-024.pkl
2017-01-24 05:28:16,956 INFO     epoch: 24 took 116.853s (83.530s in batching)
training loss:	0.599176
validation loss:	0.600218
validation error:	0.323668
2017-01-24 05:28:16,960 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:30:03,292 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-025.pkl
2017-01-24 05:30:13,561 INFO     epoch: 25 took 116.604s (83.449s in batching)
training loss:	0.598912
validation loss:	0.604686
validation error:	0.326131
2017-01-24 05:30:13,564 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:32:00,316 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-026.pkl
2017-01-24 05:32:10,497 INFO     epoch: 26 took 116.936s (83.576s in batching)
training loss:	0.598837
validation loss:	0.601320
validation error:	0.325199
2017-01-24 05:32:10,500 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:33:57,920 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-027.pkl
2017-01-24 05:34:08,114 INFO     epoch: 27 took 117.618s (84.324s in batching)
training loss:	0.598735
validation loss:	0.602000
validation error:	0.324396
2017-01-24 05:34:08,117 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:35:54,856 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-028.pkl
2017-01-24 05:36:05,127 INFO     epoch: 28 took 117.013s (83.595s in batching)
training loss:	0.598590
validation loss:	0.604305
validation error:	0.329289
2017-01-24 05:36:05,130 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:37:52,190 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-029.pkl
2017-01-24 05:38:02,381 INFO     epoch: 29 took 117.254s (84.042s in batching)
training loss:	0.598589
validation loss:	0.605627
validation error:	0.326260
2017-01-24 05:38:02,385 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:39:49,822 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-030.pkl
2017-01-24 05:40:00,090 INFO     epoch: 30 took 117.709s (84.564s in batching)
training loss:	0.598479
validation loss:	0.603354
validation error:	0.327608
2017-01-24 05:40:00,093 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:41:47,341 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-031.pkl
2017-01-24 05:41:57,449 INFO     epoch: 31 took 117.359s (84.054s in batching)
training loss:	0.598394
validation loss:	0.599626
validation error:	0.327232
2017-01-24 05:41:57,453 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:43:44,504 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-032.pkl
2017-01-24 05:43:54,664 INFO     epoch: 32 took 117.215s (84.116s in batching)
training loss:	0.598270
validation loss:	0.600475
validation error:	0.324268
2017-01-24 05:43:54,668 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:45:41,815 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-033.pkl
2017-01-24 05:45:52,159 INFO     epoch: 33 took 117.494s (84.056s in batching)
training loss:	0.598279
validation loss:	0.600813
validation error:	0.326677
2017-01-24 05:45:52,162 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:47:38,210 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-034.pkl
2017-01-24 05:47:48,321 INFO     epoch: 34 took 116.162s (83.537s in batching)
training loss:	0.598161
validation loss:	0.601021
validation error:	0.326543
2017-01-24 05:47:48,324 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:49:33,942 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-035.pkl
2017-01-24 05:49:44,091 INFO     epoch: 35 took 115.770s (83.274s in batching)
training loss:	0.597928
validation loss:	0.602359
validation error:	0.324496
2017-01-24 05:49:44,095 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:51:29,879 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-036.pkl
2017-01-24 05:51:40,024 INFO     epoch: 36 took 115.933s (83.583s in batching)
training loss:	0.597952
validation loss:	0.600536
validation error:	0.325908
2017-01-24 05:51:40,027 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:53:26,225 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-037.pkl
2017-01-24 05:53:36,327 INFO     epoch: 37 took 116.304s (83.440s in batching)
training loss:	0.597882
validation loss:	0.599540
validation error:	0.324798
2017-01-24 05:53:36,331 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:55:22,200 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-038.pkl
2017-01-24 05:55:32,213 INFO     epoch: 38 took 115.886s (83.374s in batching)
training loss:	0.597866
validation loss:	0.599841
validation error:	0.325056
2017-01-24 05:55:32,217 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:57:18,127 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-039.pkl
2017-01-24 05:57:28,210 INFO     epoch: 39 took 115.996s (83.369s in batching)
training loss:	0.597844
validation loss:	0.603671
validation error:	0.327152
2017-01-24 05:57:28,213 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 05:59:14,941 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-040.pkl
2017-01-24 05:59:24,988 INFO     epoch: 40 took 116.779s (83.881s in batching)
training loss:	0.597704
validation loss:	0.600500
validation error:	0.325373
2017-01-24 05:59:24,993 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:01:10,943 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-041.pkl
2017-01-24 06:01:20,940 INFO     epoch: 41 took 115.952s (83.485s in batching)
training loss:	0.597702
validation loss:	0.600432
validation error:	0.323732
2017-01-24 06:01:20,944 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:03:07,517 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-042.pkl
2017-01-24 06:03:17,700 INFO     epoch: 42 took 116.759s (83.687s in batching)
training loss:	0.597686
validation loss:	0.600782
validation error:	0.325105
2017-01-24 06:03:17,704 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:05:04,734 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-043.pkl
2017-01-24 06:05:14,903 INFO     epoch: 43 took 117.204s (84.099s in batching)
training loss:	0.597500
validation loss:	0.598462
validation error:	0.322969
2017-01-24 06:05:14,907 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:07:01,383 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-044.pkl
2017-01-24 06:07:11,471 INFO     epoch: 44 took 116.568s (83.771s in batching)
training loss:	0.597423
validation loss:	0.601291
validation error:	0.324461
2017-01-24 06:07:11,475 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:08:57,750 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-045.pkl
2017-01-24 06:09:07,814 INFO     epoch: 45 took 116.343s (83.495s in batching)
training loss:	0.597354
validation loss:	0.599942
validation error:	0.324069
2017-01-24 06:09:07,818 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:10:54,348 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-046.pkl
2017-01-24 06:11:04,426 INFO     epoch: 46 took 116.612s (83.721s in batching)
training loss:	0.597331
validation loss:	0.599930
validation error:	0.323162
2017-01-24 06:11:04,430 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:12:50,808 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-047.pkl
2017-01-24 06:13:00,891 INFO     epoch: 47 took 116.466s (83.674s in batching)
training loss:	0.597289
validation loss:	0.599953
validation error:	0.324967
2017-01-24 06:13:00,895 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:14:47,893 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-048.pkl
2017-01-24 06:14:58,118 INFO     epoch: 48 took 117.226s (84.105s in batching)
training loss:	0.597291
validation loss:	0.599021
validation error:	0.323584
2017-01-24 06:14:58,122 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:16:45,054 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-049.pkl
2017-01-24 06:16:55,057 INFO     epoch: 49 took 116.939s (83.946s in batching)
training loss:	0.597297
validation loss:	0.600031
validation error:	0.323911
2017-01-24 06:16:55,061 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:18:42,255 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-050.pkl
2017-01-24 06:18:52,359 INFO     epoch: 50 took 117.302s (83.940s in batching)
training loss:	0.597150
validation loss:	0.599114
validation error:	0.323321
2017-01-24 06:18:52,363 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:20:39,624 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-051.pkl
2017-01-24 06:20:49,691 INFO     epoch: 51 took 117.332s (84.144s in batching)
training loss:	0.597134
validation loss:	0.604218
validation error:	0.326741
2017-01-24 06:20:49,696 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:22:36,396 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-052.pkl
2017-01-24 06:22:46,509 INFO     epoch: 52 took 116.818s (83.802s in batching)
training loss:	0.597171
validation loss:	0.600483
validation error:	0.325928
2017-01-24 06:22:46,513 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:24:33,348 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-053.pkl
2017-01-24 06:24:43,512 INFO     epoch: 53 took 117.003s (83.945s in batching)
training loss:	0.597030
validation loss:	0.602114
validation error:	0.325457
2017-01-24 06:24:43,517 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:26:30,802 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-054.pkl
2017-01-24 06:26:41,086 INFO     epoch: 54 took 117.573s (84.401s in batching)
training loss:	0.596903
validation loss:	0.601824
validation error:	0.326141
2017-01-24 06:26:41,090 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:28:28,010 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-055.pkl
2017-01-24 06:28:38,233 INFO     epoch: 55 took 117.147s (83.748s in batching)
training loss:	0.596965
validation loss:	0.598945
validation error:	0.324119
2017-01-24 06:28:38,238 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:30:24,644 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-056.pkl
2017-01-24 06:30:34,698 INFO     epoch: 56 took 116.465s (83.550s in batching)
training loss:	0.596970
validation loss:	0.601408
validation error:	0.326161
2017-01-24 06:30:34,703 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:32:21,536 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-057.pkl
2017-01-24 06:32:31,561 INFO     epoch: 57 took 116.863s (83.998s in batching)
training loss:	0.596957
validation loss:	0.601155
validation error:	0.325031
2017-01-24 06:32:31,565 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:34:17,853 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-058.pkl
2017-01-24 06:34:28,112 INFO     epoch: 58 took 116.551s (83.296s in batching)
training loss:	0.596757
validation loss:	0.604181
validation error:	0.324159
2017-01-24 06:34:28,117 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:36:14,573 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-059.pkl
2017-01-24 06:36:24,760 INFO     epoch: 59 took 116.647s (83.598s in batching)
training loss:	0.596913
validation loss:	0.604855
validation error:	0.323192
2017-01-24 06:36:24,765 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:38:11,624 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-060.pkl
2017-01-24 06:38:21,930 INFO     epoch: 60 took 117.170s (83.701s in batching)
training loss:	0.596726
validation loss:	0.604064
validation error:	0.327123
2017-01-24 06:38:21,935 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:40:08,541 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-061.pkl
2017-01-24 06:40:18,831 INFO     epoch: 61 took 116.902s (83.400s in batching)
training loss:	0.596752
validation loss:	0.599314
validation error:	0.323455
2017-01-24 06:40:18,836 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:42:05,695 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-062.pkl
2017-01-24 06:42:16,009 INFO     epoch: 62 took 117.177s (84.137s in batching)
training loss:	0.596652
validation loss:	0.604737
validation error:	0.327138
2017-01-24 06:42:16,014 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:44:02,241 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-063.pkl
2017-01-24 06:44:12,562 INFO     epoch: 63 took 116.554s (83.301s in batching)
training loss:	0.596639
validation loss:	0.600067
validation error:	0.324788
2017-01-24 06:44:12,566 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:45:59,046 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-064.pkl
2017-01-24 06:46:09,364 INFO     epoch: 64 took 116.801s (83.215s in batching)
training loss:	0.596627
validation loss:	0.603943
validation error:	0.330196
2017-01-24 06:46:09,369 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-35-35/config.json
2017-01-24 06:47:55,902 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-35-35/epoch-065.pkl
2017-01-24 06:48:06,207 INFO     epoch: 65 took 116.843s (83.457s in batching)
training loss:	0.596663
validation loss:	0.601940
validation error:	0.322558
