2017-01-24 04:37:23,234 DEBUG    version=v043-unified:simple-ff-100-50
2017-01-24 04:38:25,984 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:38:25,984 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:38:31,969 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:38:31,969 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:38:41,744 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:38:41,745 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:38:48,305 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:38:48,306 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:38:54,748 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:38:54,748 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:03,786 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:39:03,787 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:10,913 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:39:10,914 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:17,337 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:39:17,337 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:25,116 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:39:25,116 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:32,424 INFO     Waiting for existing lock by process '21738' (I am process '21733')
2017-01-24 04:39:32,425 INFO     To manually release the lock, delete /home/rruede/.theano/compiledir_Linux-3.16--generic-x86_64-with-debian-jessie-sid-x86_64-3.6.0-64/lock_dir
2017-01-24 04:39:41,996 DEBUG    Starting training...
2017-01-24 04:41:27,163 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-000.pkl
2017-01-24 04:41:37,309 INFO     epoch: 0 took 115.312s (82.103s in batching)
training loss:	0.622810
validation loss:	0.616073
validation error:	0.340823
2017-01-24 04:41:37,311 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:43:29,589 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-001.pkl
2017-01-24 04:43:39,712 INFO     epoch: 1 took 122.403s (81.761s in batching)
training loss:	0.609667
validation loss:	0.609204
validation error:	0.335831
2017-01-24 04:43:39,715 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:45:25,661 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-002.pkl
2017-01-24 04:45:35,805 INFO     epoch: 2 took 116.093s (82.264s in batching)
training loss:	0.605098
validation loss:	0.610211
validation error:	0.336233
2017-01-24 04:45:35,808 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:47:21,739 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-003.pkl
2017-01-24 04:47:31,839 INFO     epoch: 3 took 116.034s (82.198s in batching)
training loss:	0.602048
validation loss:	0.604330
validation error:	0.327212
2017-01-24 04:47:31,842 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:49:17,577 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-004.pkl
2017-01-24 04:49:27,732 INFO     epoch: 4 took 115.893s (81.506s in batching)
training loss:	0.599705
validation loss:	0.609892
validation error:	0.333983
2017-01-24 04:49:27,735 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:51:13,815 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-005.pkl
2017-01-24 04:51:23,885 INFO     epoch: 5 took 116.153s (81.816s in batching)
training loss:	0.598005
validation loss:	0.602884
validation error:	0.327212
2017-01-24 04:51:23,888 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:53:10,433 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-006.pkl
2017-01-24 04:53:20,543 INFO     epoch: 6 took 116.658s (82.688s in batching)
training loss:	0.596409
validation loss:	0.600296
validation error:	0.324952
2017-01-24 04:53:20,645 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:55:06,980 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-007.pkl
2017-01-24 04:55:17,233 INFO     epoch: 7 took 116.690s (82.364s in batching)
training loss:	0.594989
validation loss:	0.603975
validation error:	0.324857
2017-01-24 04:55:17,333 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:57:03,664 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-008.pkl
2017-01-24 04:57:13,799 INFO     epoch: 8 took 116.566s (82.319s in batching)
training loss:	0.594013
validation loss:	0.600031
validation error:	0.325983
2017-01-24 04:57:13,802 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 04:59:00,241 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-009.pkl
2017-01-24 04:59:10,352 INFO     epoch: 9 took 116.552s (82.381s in batching)
training loss:	0.593077
validation loss:	0.602437
validation error:	0.325695
2017-01-24 04:59:10,355 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:00:56,944 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-010.pkl
2017-01-24 05:01:07,068 INFO     epoch: 10 took 116.716s (82.326s in batching)
training loss:	0.592202
validation loss:	0.604691
validation error:	0.330136
2017-01-24 05:01:07,070 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:02:53,510 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-011.pkl
2017-01-24 05:03:03,673 INFO     epoch: 11 took 116.605s (82.494s in batching)
training loss:	0.591476
validation loss:	0.602406
validation error:	0.325710
2017-01-24 05:03:03,676 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:04:50,695 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-012.pkl
2017-01-24 05:05:00,846 INFO     epoch: 12 took 117.173s (82.910s in batching)
training loss:	0.590760
validation loss:	0.602596
validation error:	0.326468
2017-01-24 05:05:00,848 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:06:47,776 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-013.pkl
2017-01-24 05:06:57,926 INFO     epoch: 13 took 117.080s (82.632s in batching)
training loss:	0.590206
validation loss:	0.606471
validation error:	0.333056
2017-01-24 05:06:57,929 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:08:44,395 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-014.pkl
2017-01-24 05:08:54,465 INFO     epoch: 14 took 116.538s (82.522s in batching)
training loss:	0.589666
validation loss:	0.602108
validation error:	0.325606
2017-01-24 05:08:54,467 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:10:41,127 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-015.pkl
2017-01-24 05:10:51,329 INFO     epoch: 15 took 116.864s (82.501s in batching)
training loss:	0.589102
validation loss:	0.600918
validation error:	0.327118
2017-01-24 05:10:51,332 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:12:38,235 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-016.pkl
2017-01-24 05:12:48,302 INFO     epoch: 16 took 116.973s (82.340s in batching)
training loss:	0.588833
validation loss:	0.603864
validation error:	0.325388
2017-01-24 05:12:48,305 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:14:35,282 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-017.pkl
2017-01-24 05:14:45,478 INFO     epoch: 17 took 117.176s (82.654s in batching)
training loss:	0.588459
validation loss:	0.602070
validation error:	0.324441
2017-01-24 05:14:45,481 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:16:32,095 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-018.pkl
2017-01-24 05:16:42,278 INFO     epoch: 18 took 116.800s (82.297s in batching)
training loss:	0.588029
validation loss:	0.602734
validation error:	0.325328
2017-01-24 05:16:42,281 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:18:28,974 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-019.pkl
2017-01-24 05:18:39,153 INFO     epoch: 19 took 116.876s (82.456s in batching)
training loss:	0.587689
validation loss:	0.602687
validation error:	0.327147
2017-01-24 05:18:39,253 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:20:26,428 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-020.pkl
2017-01-24 05:20:36,883 INFO     epoch: 20 took 117.730s (82.685s in batching)
training loss:	0.587387
validation loss:	0.605245
validation error:	0.325313
2017-01-24 05:20:36,886 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:22:24,112 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-021.pkl
2017-01-24 05:22:34,260 INFO     epoch: 21 took 117.377s (82.754s in batching)
training loss:	0.587048
validation loss:	0.603203
validation error:	0.328129
2017-01-24 05:22:34,263 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:24:21,589 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-022.pkl
2017-01-24 05:24:31,756 INFO     epoch: 22 took 117.496s (82.561s in batching)
training loss:	0.586850
validation loss:	0.605930
validation error:	0.327227
2017-01-24 05:24:31,759 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:26:18,754 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-023.pkl
2017-01-24 05:26:28,851 INFO     epoch: 23 took 117.095s (82.367s in batching)
training loss:	0.586474
validation loss:	0.604195
validation error:	0.326865
2017-01-24 05:26:28,855 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:28:16,093 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-024.pkl
2017-01-24 05:28:26,186 INFO     epoch: 24 took 117.334s (82.431s in batching)
training loss:	0.586173
validation loss:	0.602534
validation error:	0.324292
2017-01-24 05:28:26,189 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:30:12,973 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-025.pkl
2017-01-24 05:30:23,074 INFO     epoch: 25 took 116.889s (82.112s in batching)
training loss:	0.586144
validation loss:	0.609232
validation error:	0.331053
2017-01-24 05:30:23,078 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:32:10,027 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-026.pkl
2017-01-24 05:32:20,083 INFO     epoch: 26 took 117.009s (81.954s in batching)
training loss:	0.585652
validation loss:	0.606744
validation error:	0.327618
2017-01-24 05:32:20,087 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:34:07,127 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-027.pkl
2017-01-24 05:34:17,194 INFO     epoch: 27 took 117.111s (82.400s in batching)
training loss:	0.585515
validation loss:	0.603647
validation error:	0.326032
2017-01-24 05:34:17,198 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:36:04,159 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-028.pkl
2017-01-24 05:36:14,233 INFO     epoch: 28 took 117.039s (82.130s in batching)
training loss:	0.585365
validation loss:	0.604629
validation error:	0.328788
2017-01-24 05:36:14,236 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:38:01,258 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-029.pkl
2017-01-24 05:38:11,382 INFO     epoch: 29 took 117.149s (82.167s in batching)
training loss:	0.585167
validation loss:	0.610472
validation error:	0.328540
2017-01-24 05:38:11,386 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:39:58,282 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-030.pkl
2017-01-24 05:40:08,401 INFO     epoch: 30 took 117.018s (82.212s in batching)
training loss:	0.584999
validation loss:	0.608550
validation error:	0.330563
2017-01-24 05:40:08,405 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:41:55,458 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-031.pkl
2017-01-24 05:42:05,531 INFO     epoch: 31 took 117.130s (82.319s in batching)
training loss:	0.584749
validation loss:	0.606379
validation error:	0.330374
2017-01-24 05:42:05,534 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:43:52,304 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-032.pkl
2017-01-24 05:44:02,471 INFO     epoch: 32 took 116.940s (81.851s in batching)
training loss:	0.584605
validation loss:	0.602796
validation error:	0.325497
2017-01-24 05:44:02,474 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:45:49,745 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-033.pkl
2017-01-24 05:45:59,767 INFO     epoch: 33 took 117.297s (82.330s in batching)
training loss:	0.584469
validation loss:	0.602810
validation error:	0.324828
2017-01-24 05:45:59,771 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:47:44,497 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-034.pkl
2017-01-24 05:47:54,409 INFO     epoch: 34 took 114.642s (81.188s in batching)
training loss:	0.584339
validation loss:	0.605268
validation error:	0.324848
2017-01-24 05:47:54,413 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:49:38,880 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-035.pkl
2017-01-24 05:49:48,775 INFO     epoch: 35 took 114.365s (80.999s in batching)
training loss:	0.584044
validation loss:	0.602807
validation error:	0.325918
2017-01-24 05:49:48,778 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:51:33,302 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-036.pkl
2017-01-24 05:51:43,245 INFO     epoch: 36 took 114.470s (81.133s in batching)
training loss:	0.583865
validation loss:	0.606843
validation error:	0.327688
2017-01-24 05:51:43,248 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:53:27,887 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-037.pkl
2017-01-24 05:53:37,843 INFO     epoch: 37 took 114.598s (81.116s in batching)
training loss:	0.583600
validation loss:	0.602978
validation error:	0.325224
2017-01-24 05:53:37,847 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:55:23,085 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-038.pkl
2017-01-24 05:55:33,057 INFO     epoch: 38 took 115.214s (81.628s in batching)
training loss:	0.583573
validation loss:	0.605846
validation error:	0.326454
2017-01-24 05:55:33,061 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:57:18,368 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-039.pkl
2017-01-24 05:57:28,376 INFO     epoch: 39 took 115.319s (81.690s in batching)
training loss:	0.583591
validation loss:	0.607098
validation error:	0.327683
2017-01-24 05:57:28,380 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 05:59:13,922 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-040.pkl
2017-01-24 05:59:23,906 INFO     epoch: 40 took 115.530s (81.432s in batching)
training loss:	0.583363
validation loss:	0.607784
validation error:	0.328233
2017-01-24 05:59:23,910 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:01:09,757 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-041.pkl
2017-01-24 06:01:19,785 INFO     epoch: 41 took 115.879s (82.159s in batching)
training loss:	0.583180
validation loss:	0.607684
validation error:	0.325725
2017-01-24 06:01:19,789 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:03:05,298 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-042.pkl
2017-01-24 06:03:15,263 INFO     epoch: 42 took 115.478s (81.326s in batching)
training loss:	0.583076
validation loss:	0.608331
validation error:	0.329090
2017-01-24 06:03:15,266 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:05:00,893 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-043.pkl
2017-01-24 06:05:10,880 INFO     epoch: 43 took 115.617s (81.452s in batching)
training loss:	0.583040
validation loss:	0.602186
validation error:	0.322553
2017-01-24 06:05:10,883 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:06:56,371 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-044.pkl
2017-01-24 06:07:06,344 INFO     epoch: 44 took 115.464s (81.302s in batching)
training loss:	0.583117
validation loss:	0.604312
validation error:	0.327162
2017-01-24 06:07:06,348 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:08:51,784 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-045.pkl
2017-01-24 06:09:01,740 INFO     epoch: 45 took 115.396s (81.159s in batching)
training loss:	0.582749
validation loss:	0.611701
validation error:	0.330781
2017-01-24 06:09:01,745 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:10:47,685 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-046.pkl
2017-01-24 06:10:57,694 INFO     epoch: 46 took 115.953s (81.601s in batching)
training loss:	0.582584
validation loss:	0.606533
validation error:	0.331366
2017-01-24 06:10:57,698 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:12:43,468 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-047.pkl
2017-01-24 06:12:53,443 INFO     epoch: 47 took 115.749s (81.370s in batching)
training loss:	0.582659
validation loss:	0.607079
validation error:	0.328971
2017-01-24 06:12:53,447 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:14:39,141 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-048.pkl
2017-01-24 06:14:49,200 INFO     epoch: 48 took 115.757s (81.310s in batching)
training loss:	0.582420
validation loss:	0.604675
validation error:	0.325953
2017-01-24 06:14:49,204 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:16:35,589 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-049.pkl
2017-01-24 06:16:45,550 INFO     epoch: 49 took 116.350s (81.801s in batching)
training loss:	0.582331
validation loss:	0.607625
validation error:	0.326235
2017-01-24 06:16:45,555 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:18:31,817 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-050.pkl
2017-01-24 06:18:41,802 INFO     epoch: 50 took 116.252s (81.556s in batching)
training loss:	0.582266
validation loss:	0.606091
validation error:	0.325874
2017-01-24 06:18:41,807 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:20:27,909 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-051.pkl
2017-01-24 06:20:37,913 INFO     epoch: 51 took 116.111s (81.402s in batching)
training loss:	0.582173
validation loss:	0.605795
validation error:	0.327688
2017-01-24 06:20:37,918 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:22:23,609 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-052.pkl
2017-01-24 06:22:33,634 INFO     epoch: 52 took 115.721s (81.176s in batching)
training loss:	0.582115
validation loss:	0.605792
validation error:	0.327256
2017-01-24 06:22:33,638 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:24:19,498 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-053.pkl
2017-01-24 06:24:29,587 INFO     epoch: 53 took 115.952s (81.290s in batching)
training loss:	0.581991
validation loss:	0.607650
validation error:	0.325660
2017-01-24 06:24:29,591 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:26:15,717 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-054.pkl
2017-01-24 06:26:25,785 INFO     epoch: 54 took 116.198s (81.467s in batching)
training loss:	0.581872
validation loss:	0.609670
validation error:	0.325903
2017-01-24 06:26:25,789 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:28:11,779 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-055.pkl
2017-01-24 06:28:21,892 INFO     epoch: 55 took 116.108s (81.258s in batching)
training loss:	0.581910
validation loss:	0.606163
validation error:	0.325309
2017-01-24 06:28:21,897 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:30:08,195 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-056.pkl
2017-01-24 06:30:18,241 INFO     epoch: 56 took 116.349s (81.620s in batching)
training loss:	0.581811
validation loss:	0.607494
validation error:	0.327603
2017-01-24 06:30:18,245 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:32:04,424 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-057.pkl
2017-01-24 06:32:14,470 INFO     epoch: 57 took 116.229s (81.612s in batching)
training loss:	0.581703
validation loss:	0.609164
validation error:	0.327589
2017-01-24 06:32:14,474 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:34:00,660 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-058.pkl
2017-01-24 06:34:10,616 INFO     epoch: 58 took 116.147s (81.437s in batching)
training loss:	0.581600
validation loss:	0.605969
validation error:	0.328734
2017-01-24 06:34:10,621 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:35:56,678 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-059.pkl
2017-01-24 06:36:06,718 INFO     epoch: 59 took 116.102s (81.349s in batching)
training loss:	0.581468
validation loss:	0.607033
validation error:	0.329323
2017-01-24 06:36:06,723 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:37:53,324 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-060.pkl
2017-01-24 06:38:03,351 INFO     epoch: 60 took 116.632s (81.883s in batching)
training loss:	0.581554
validation loss:	0.604031
validation error:	0.324178
2017-01-24 06:38:03,355 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:39:49,724 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-061.pkl
2017-01-24 06:39:59,756 INFO     epoch: 61 took 116.405s (81.366s in batching)
training loss:	0.581418
validation loss:	0.611527
validation error:	0.329358
2017-01-24 06:39:59,761 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50/config.json
2017-01-24 06:41:45,928 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50/epoch-062.pkl
2017-01-24 06:41:55,866 INFO     epoch: 62 took 116.110s (81.364s in batching)
training loss:	0.581414
validation loss:	0.609380
validation error:	0.327514
