2017-01-27 00:33:40,034 DEBUG    version=v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5
2017-01-27 00:37:18,760 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:37:30,459 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-013.pkl
2017-01-27 00:37:30,927 INFO     epoch: 13 took 12.167s (0.009s in batching)
training loss:	0.659490
validation loss:	0.660648
validation error:	0.379589
2017-01-27 00:37:30,927 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:37:42,279 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-014.pkl
2017-01-27 00:37:42,751 INFO     epoch: 14 took 11.825s (0.008s in batching)
training loss:	0.659301
validation loss:	0.659606
validation error:	0.383375
2017-01-27 00:37:42,752 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:37:54,377 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-015.pkl
2017-01-27 00:37:54,850 INFO     epoch: 15 took 12.099s (0.009s in batching)
training loss:	0.659101
validation loss:	0.659176
validation error:	0.379792
2017-01-27 00:37:54,851 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:38:06,438 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-016.pkl
2017-01-27 00:38:06,915 INFO     epoch: 16 took 12.065s (0.009s in batching)
training loss:	0.659278
validation loss:	0.659924
validation error:	0.380748
2017-01-27 00:38:06,916 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:38:18,569 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-017.pkl
2017-01-27 00:38:19,047 INFO     epoch: 17 took 12.131s (0.009s in batching)
training loss:	0.659244
validation loss:	0.654308
validation error:	0.386062
2017-01-27 00:38:19,048 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:38:30,703 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-018.pkl
2017-01-27 00:38:31,181 INFO     epoch: 18 took 12.135s (0.010s in batching)
training loss:	0.659187
validation loss:	0.656173
validation error:	0.383356
2017-01-27 00:38:31,182 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:38:42,610 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-019.pkl
2017-01-27 00:38:43,088 INFO     epoch: 19 took 11.907s (0.008s in batching)
training loss:	0.659218
validation loss:	0.657549
validation error:	0.381408
2017-01-27 00:38:43,089 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:38:54,562 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-020.pkl
2017-01-27 00:38:55,049 INFO     epoch: 20 took 11.961s (0.008s in batching)
training loss:	0.659187
validation loss:	0.655587
validation error:	0.376530
2017-01-27 00:38:55,050 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:39:06,492 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-021.pkl
2017-01-27 00:39:06,963 INFO     epoch: 21 took 11.915s (0.008s in batching)
training loss:	0.658940
validation loss:	0.657058
validation error:	0.377819
2017-01-27 00:39:06,964 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:39:18,475 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-022.pkl
2017-01-27 00:39:18,964 INFO     epoch: 22 took 12.000s (0.008s in batching)
training loss:	0.659139
validation loss:	0.653601
validation error:	0.377908
2017-01-27 00:39:18,964 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:39:30,585 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-023.pkl
2017-01-27 00:39:31,067 INFO     epoch: 23 took 12.103s (0.009s in batching)
training loss:	0.659013
validation loss:	0.653290
validation error:	0.380416
2017-01-27 00:39:31,068 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:39:42,595 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-024.pkl
2017-01-27 00:39:43,078 INFO     epoch: 24 took 12.011s (0.009s in batching)
training loss:	0.658992
validation loss:	0.655517
validation error:	0.380986
2017-01-27 00:39:43,079 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:39:54,574 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-025.pkl
2017-01-27 00:39:55,047 INFO     epoch: 25 took 11.968s (0.008s in batching)
training loss:	0.659091
validation loss:	0.656986
validation error:	0.378473
2017-01-27 00:39:55,047 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:40:06,846 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-026.pkl
2017-01-27 00:40:07,326 INFO     epoch: 26 took 12.280s (0.009s in batching)
training loss:	0.658965
validation loss:	0.655307
validation error:	0.382711
2017-01-27 00:40:07,327 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:40:18,746 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-027.pkl
2017-01-27 00:40:19,237 INFO     epoch: 27 took 11.911s (0.008s in batching)
training loss:	0.658824
validation loss:	0.657151
validation error:	0.380114
2017-01-27 00:40:19,238 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:40:30,715 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-028.pkl
2017-01-27 00:40:31,188 INFO     epoch: 28 took 11.950s (0.008s in batching)
training loss:	0.658728
validation loss:	0.658284
validation error:	0.387053
2017-01-27 00:40:31,188 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:40:42,778 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-029.pkl
2017-01-27 00:40:43,244 INFO     epoch: 29 took 12.056s (0.009s in batching)
training loss:	0.658636
validation loss:	0.654161
validation error:	0.377943
2017-01-27 00:40:43,245 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:40:54,753 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-030.pkl
2017-01-27 00:40:55,225 INFO     epoch: 30 took 11.981s (0.009s in batching)
training loss:	0.658767
validation loss:	0.658956
validation error:	0.380069
2017-01-27 00:40:55,226 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:41:06,880 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-031.pkl
2017-01-27 00:41:07,359 INFO     epoch: 31 took 12.134s (0.009s in batching)
training loss:	0.658780
validation loss:	0.656711
validation error:	0.381016
2017-01-27 00:41:07,360 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:41:18,943 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-032.pkl
2017-01-27 00:41:19,467 INFO     epoch: 32 took 12.108s (0.009s in batching)
training loss:	0.658832
validation loss:	0.655744
validation error:	0.377591
2017-01-27 00:41:19,468 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:41:31,223 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-033.pkl
2017-01-27 00:41:31,878 INFO     epoch: 33 took 12.411s (0.010s in batching)
training loss:	0.658767
validation loss:	0.659154
validation error:	0.378944
2017-01-27 00:41:31,879 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:41:44,012 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-034.pkl
2017-01-27 00:41:44,475 INFO     epoch: 34 took 12.597s (0.012s in batching)
training loss:	0.658502
validation loss:	0.653340
validation error:	0.382275
2017-01-27 00:41:44,476 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:41:55,998 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-035.pkl
2017-01-27 00:41:56,468 INFO     epoch: 35 took 11.992s (0.008s in batching)
training loss:	0.658965
validation loss:	0.654788
validation error:	0.381056
2017-01-27 00:41:56,469 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:42:08,473 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-036.pkl
2017-01-27 00:42:08,965 INFO     epoch: 36 took 12.497s (0.010s in batching)
training loss:	0.658414
validation loss:	0.656515
validation error:	0.383906
2017-01-27 00:42:08,966 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:42:20,771 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-037.pkl
2017-01-27 00:42:21,275 INFO     epoch: 37 took 12.309s (0.009s in batching)
training loss:	0.658689
validation loss:	0.660422
validation error:	0.384337
2017-01-27 00:42:21,275 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:42:33,118 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-038.pkl
2017-01-27 00:42:33,596 INFO     epoch: 38 took 12.322s (0.009s in batching)
training loss:	0.658526
validation loss:	0.656568
validation error:	0.381472
2017-01-27 00:42:33,597 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:42:45,053 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-039.pkl
2017-01-27 00:42:45,520 INFO     epoch: 39 took 11.923s (0.008s in batching)
training loss:	0.658670
validation loss:	0.653665
validation error:	0.380600
2017-01-27 00:42:45,521 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:42:57,413 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-040.pkl
2017-01-27 00:42:57,877 INFO     epoch: 40 took 12.357s (0.009s in batching)
training loss:	0.658632
validation loss:	0.657205
validation error:	0.378974
2017-01-27 00:42:57,878 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:43:09,173 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-041.pkl
2017-01-27 00:43:09,648 INFO     epoch: 41 took 11.771s (0.008s in batching)
training loss:	0.658271
validation loss:	0.654480
validation error:	0.378647
2017-01-27 00:43:09,649 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:43:21,119 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-042.pkl
2017-01-27 00:43:21,589 INFO     epoch: 42 took 11.941s (0.009s in batching)
training loss:	0.658777
validation loss:	0.655490
validation error:	0.378141
2017-01-27 00:43:21,590 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:43:32,958 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-043.pkl
2017-01-27 00:43:33,444 INFO     epoch: 43 took 11.855s (0.008s in batching)
training loss:	0.658550
validation loss:	0.656373
validation error:	0.381527
2017-01-27 00:43:33,445 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:43:45,455 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-044.pkl
2017-01-27 00:43:46,001 INFO     epoch: 44 took 12.556s (0.009s in batching)
training loss:	0.658533
validation loss:	0.658674
validation error:	0.386141
2017-01-27 00:43:46,002 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:43:57,984 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-045.pkl
2017-01-27 00:43:58,484 INFO     epoch: 45 took 12.483s (0.009s in batching)
training loss:	0.658345
validation loss:	0.653360
validation error:	0.383296
2017-01-27 00:43:58,485 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:44:10,539 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-046.pkl
2017-01-27 00:44:11,086 INFO     epoch: 46 took 12.602s (0.009s in batching)
training loss:	0.658165
validation loss:	0.655136
validation error:	0.382369
2017-01-27 00:44:11,087 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:44:23,269 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-047.pkl
2017-01-27 00:44:23,756 INFO     epoch: 47 took 12.670s (0.009s in batching)
training loss:	0.658611
validation loss:	0.656509
validation error:	0.382850
2017-01-27 00:44:23,757 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:44:36,160 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-048.pkl
2017-01-27 00:44:36,737 INFO     epoch: 48 took 12.980s (0.009s in batching)
training loss:	0.658076
validation loss:	0.659199
validation error:	0.384302
2017-01-27 00:44:36,738 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:44:48,414 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-049.pkl
2017-01-27 00:44:48,882 INFO     epoch: 49 took 12.146s (0.014s in batching)
training loss:	0.657895
validation loss:	0.658314
validation error:	0.377626
2017-01-27 00:44:48,883 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:45:00,634 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-050.pkl
2017-01-27 00:45:01,121 INFO     epoch: 50 took 12.239s (0.009s in batching)
training loss:	0.657789
validation loss:	0.657328
validation error:	0.376278
2017-01-27 00:45:01,122 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:45:12,906 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-051.pkl
2017-01-27 00:45:13,408 INFO     epoch: 51 took 12.287s (0.009s in batching)
training loss:	0.657644
validation loss:	0.656528
validation error:	0.376397
2017-01-27 00:45:13,409 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:45:25,075 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-052.pkl
2017-01-27 00:45:25,556 INFO     epoch: 52 took 12.148s (0.009s in batching)
training loss:	0.657871
validation loss:	0.657052
validation error:	0.383058
2017-01-27 00:45:25,557 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:45:37,175 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-053.pkl
2017-01-27 00:45:37,665 INFO     epoch: 53 took 12.109s (0.009s in batching)
training loss:	0.657724
validation loss:	0.658172
validation error:	0.377581
2017-01-27 00:45:37,666 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:45:49,034 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-054.pkl
2017-01-27 00:45:49,498 INFO     epoch: 54 took 11.833s (0.008s in batching)
training loss:	0.657524
validation loss:	0.655358
validation error:	0.385893
2017-01-27 00:45:49,499 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
2017-01-27 00:46:00,823 INFO     Saving network params to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/epoch-055.pkl
2017-01-27 00:46:01,288 INFO     epoch: 55 took 11.790s (0.008s in batching)
training loss:	0.657758
validation loss:	0.656037
validation error:	0.374563
2017-01-27 00:46:01,289 INFO     Wrote output to trainNN/out/v045-unified-21-g6906991-dirty:ff-ffv-dropout-inp.2-75.5-40.5/config.json
