2017-02-09 20:48:27,064 DEBUG    version=v050-finunified-6-gca252aa-dirty:ff-best-56-28
2017-02-09 20:49:35,970 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-018.pkl
2017-02-09 20:49:36,010 INFO     epoch: 18 took 3.700s (0.001s in batching)
training loss:	0.557209
validation loss:	0.563079
validation error:	0.284500
2017-02-09 20:49:37,308 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:37,888 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-019.pkl
2017-02-09 20:49:37,952 INFO     epoch: 19 took 1.943s (0.001s in batching)
training loss:	0.555568
validation loss:	0.560466
validation error:	0.287400
2017-02-09 20:49:37,953 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:38,525 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-020.pkl
2017-02-09 20:49:38,563 INFO     epoch: 20 took 0.611s (0.000s in batching)
training loss:	0.555386
validation loss:	0.569012
validation error:	0.290100
2017-02-09 20:49:38,564 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:39,121 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-021.pkl
2017-02-09 20:49:39,158 INFO     epoch: 21 took 0.595s (0.000s in batching)
training loss:	0.554423
validation loss:	0.557448
validation error:	0.282600
2017-02-09 20:49:39,159 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:39,738 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-022.pkl
2017-02-09 20:49:39,776 INFO     epoch: 22 took 0.618s (0.001s in batching)
training loss:	0.553826
validation loss:	0.562210
validation error:	0.288800
2017-02-09 20:49:39,777 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:40,341 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-023.pkl
2017-02-09 20:49:40,379 INFO     epoch: 23 took 0.602s (0.000s in batching)
training loss:	0.554187
validation loss:	0.560886
validation error:	0.285300
2017-02-09 20:49:40,380 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:40,996 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-024.pkl
2017-02-09 20:49:42,581 INFO     epoch: 24 took 2.202s (0.001s in batching)
training loss:	0.552282
validation loss:	0.564567
validation error:	0.285900
2017-02-09 20:49:42,642 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:43,209 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-025.pkl
2017-02-09 20:49:43,248 INFO     epoch: 25 took 0.667s (0.001s in batching)
training loss:	0.552509
validation loss:	0.556060
validation error:	0.280800
2017-02-09 20:49:43,744 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:44,308 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-026.pkl
2017-02-09 20:49:44,648 INFO     epoch: 26 took 1.400s (0.001s in batching)
training loss:	0.552467
validation loss:	0.557381
validation error:	0.281500
2017-02-09 20:49:46,450 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:47,022 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-027.pkl
2017-02-09 20:49:47,059 INFO     epoch: 27 took 2.411s (0.001s in batching)
training loss:	0.551211
validation loss:	0.556565
validation error:	0.280200
2017-02-09 20:49:48,609 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:49,178 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-028.pkl
2017-02-09 20:49:49,215 INFO     epoch: 28 took 2.156s (0.001s in batching)
training loss:	0.551174
validation loss:	0.557599
validation error:	0.281700
2017-02-09 20:49:49,321 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:49,902 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-029.pkl
2017-02-09 20:49:49,940 INFO     epoch: 29 took 0.725s (0.001s in batching)
training loss:	0.550581
validation loss:	0.556120
validation error:	0.281900
2017-02-09 20:49:50,005 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:50,586 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-030.pkl
2017-02-09 20:49:50,624 INFO     epoch: 30 took 0.683s (0.001s in batching)
training loss:	0.549425
validation loss:	0.556032
validation error:	0.281500
2017-02-09 20:49:50,625 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:51,174 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-031.pkl
2017-02-09 20:49:51,212 INFO     epoch: 31 took 0.588s (0.000s in batching)
training loss:	0.549280
validation loss:	0.558476
validation error:	0.280000
2017-02-09 20:49:51,304 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:51,879 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-032.pkl
2017-02-09 20:49:51,917 INFO     epoch: 32 took 0.705s (0.001s in batching)
training loss:	0.550000
validation loss:	0.556512
validation error:	0.283900
2017-02-09 20:49:51,926 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:52,569 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-033.pkl
2017-02-09 20:49:52,609 INFO     epoch: 33 took 0.692s (0.001s in batching)
training loss:	0.550066
validation loss:	0.557157
validation error:	0.279200
2017-02-09 20:49:52,651 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:53,239 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-034.pkl
2017-02-09 20:49:53,277 INFO     epoch: 34 took 0.668s (0.001s in batching)
training loss:	0.547830
validation loss:	0.565883
validation error:	0.291500
2017-02-09 20:49:53,604 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:54,193 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-035.pkl
2017-02-09 20:49:54,231 INFO     epoch: 35 took 0.954s (0.001s in batching)
training loss:	0.550575
validation loss:	0.560064
validation error:	0.281300
2017-02-09 20:49:54,240 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:54,802 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-036.pkl
2017-02-09 20:49:54,840 INFO     epoch: 36 took 0.609s (0.000s in batching)
training loss:	0.547459
validation loss:	0.561662
validation error:	0.281900
2017-02-09 20:49:54,841 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:55,397 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-037.pkl
2017-02-09 20:49:56,071 INFO     epoch: 37 took 1.231s (0.000s in batching)
training loss:	0.546910
validation loss:	0.556739
validation error:	0.284000
2017-02-09 20:49:56,073 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:56,669 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-038.pkl
2017-02-09 20:49:57,114 INFO     epoch: 38 took 1.042s (0.001s in batching)
training loss:	0.546879
validation loss:	0.557913
validation error:	0.281600
2017-02-09 20:49:57,115 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:57,743 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-039.pkl
2017-02-09 20:49:58,049 INFO     epoch: 39 took 0.935s (0.001s in batching)
training loss:	0.546062
validation loss:	0.553937
validation error:	0.281100
2017-02-09 20:49:58,052 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:58,661 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-040.pkl
2017-02-09 20:49:58,935 INFO     epoch: 40 took 0.886s (0.001s in batching)
training loss:	0.546416
validation loss:	0.557024
validation error:	0.285800
2017-02-09 20:49:59,148 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:49:59,741 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-041.pkl
2017-02-09 20:50:00,011 INFO     epoch: 41 took 1.076s (0.001s in batching)
training loss:	0.545544
validation loss:	0.554677
validation error:	0.280900
2017-02-09 20:50:00,216 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:00,814 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-042.pkl
2017-02-09 20:50:01,280 INFO     epoch: 42 took 1.269s (0.001s in batching)
training loss:	0.545927
validation loss:	0.553141
validation error:	0.279100
2017-02-09 20:50:01,314 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:01,892 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-043.pkl
2017-02-09 20:50:02,336 INFO     epoch: 43 took 1.056s (0.001s in batching)
training loss:	0.545322
validation loss:	0.556094
validation error:	0.281900
2017-02-09 20:50:02,538 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:03,120 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-044.pkl
2017-02-09 20:50:04,002 INFO     epoch: 44 took 1.666s (0.000s in batching)
training loss:	0.544670
validation loss:	0.554357
validation error:	0.281100
2017-02-09 20:50:04,411 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:05,224 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-045.pkl
2017-02-09 20:50:06,092 INFO     epoch: 45 took 2.090s (0.001s in batching)
training loss:	0.544539
validation loss:	0.560289
validation error:	0.284900
2017-02-09 20:50:06,498 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:07,091 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-046.pkl
2017-02-09 20:50:07,751 INFO     epoch: 46 took 1.660s (0.001s in batching)
training loss:	0.544488
validation loss:	0.552294
validation error:	0.278500
2017-02-09 20:50:07,916 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:08,530 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-047.pkl
2017-02-09 20:50:09,384 INFO     epoch: 47 took 1.633s (0.001s in batching)
training loss:	0.543844
validation loss:	0.551925
validation error:	0.278400
2017-02-09 20:50:10,230 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:10,821 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-048.pkl
2017-02-09 20:50:11,702 INFO     epoch: 48 took 2.317s (0.002s in batching)
training loss:	0.542968
validation loss:	0.553006
validation error:	0.278600
2017-02-09 20:50:11,910 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:12,539 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-049.pkl
2017-02-09 20:50:14,362 INFO     epoch: 49 took 2.661s (0.001s in batching)
training loss:	0.542579
validation loss:	0.551349
validation error:	0.279300
2017-02-09 20:50:14,364 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:14,937 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-050.pkl
2017-02-09 20:50:15,045 INFO     epoch: 50 took 0.683s (0.000s in batching)
training loss:	0.542130
validation loss:	0.553586
validation error:	0.279200
2017-02-09 20:50:15,890 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:16,459 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-051.pkl
2017-02-09 20:50:16,563 INFO     epoch: 51 took 1.518s (0.001s in batching)
training loss:	0.542247
validation loss:	0.552018
validation error:	0.281900
2017-02-09 20:50:18,228 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:18,819 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-052.pkl
2017-02-09 20:50:18,895 INFO     epoch: 52 took 2.331s (0.001s in batching)
training loss:	0.540913
validation loss:	0.559339
validation error:	0.290000
2017-02-09 20:50:19,129 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:19,710 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-053.pkl
2017-02-09 20:50:19,966 INFO     epoch: 53 took 1.071s (0.001s in batching)
training loss:	0.541777
validation loss:	0.551504
validation error:	0.277500
2017-02-09 20:50:20,170 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:20,944 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-054.pkl
2017-02-09 20:50:21,622 INFO     epoch: 54 took 1.655s (0.001s in batching)
training loss:	0.541327
validation loss:	0.553988
validation error:	0.278300
2017-02-09 20:50:21,828 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:22,416 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-055.pkl
2017-02-09 20:50:23,296 INFO     epoch: 55 took 1.674s (0.002s in batching)
training loss:	0.540338
validation loss:	0.551227
validation error:	0.280200
2017-02-09 20:50:23,701 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:24,280 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-056.pkl
2017-02-09 20:50:24,956 INFO     epoch: 56 took 1.661s (0.001s in batching)
training loss:	0.539516
validation loss:	0.555775
validation error:	0.282500
2017-02-09 20:50:25,163 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:25,751 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-057.pkl
2017-02-09 20:50:26,639 INFO     epoch: 57 took 1.683s (0.001s in batching)
training loss:	0.540268
validation loss:	0.561387
validation error:	0.283500
2017-02-09 20:50:27,075 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:27,658 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-058.pkl
2017-02-09 20:50:28,521 INFO     epoch: 58 took 1.882s (0.001s in batching)
training loss:	0.540067
validation loss:	0.554104
validation error:	0.282900
2017-02-09 20:50:28,948 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:29,524 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-059.pkl
2017-02-09 20:50:30,610 INFO     epoch: 59 took 2.089s (0.001s in batching)
training loss:	0.539816
validation loss:	0.556237
validation error:	0.282300
2017-02-09 20:50:31,021 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:31,598 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-060.pkl
2017-02-09 20:50:32,489 INFO     epoch: 60 took 1.878s (0.001s in batching)
training loss:	0.539052
validation loss:	0.553730
validation error:	0.279500
2017-02-09 20:50:32,895 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:33,497 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-061.pkl
2017-02-09 20:50:34,383 INFO     epoch: 61 took 1.894s (0.001s in batching)
training loss:	0.537826
validation loss:	0.554885
validation error:	0.290500
2017-02-09 20:50:34,788 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:35,583 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-062.pkl
2017-02-09 20:50:36,461 INFO     epoch: 62 took 2.078s (0.001s in batching)
training loss:	0.538063
validation loss:	0.554382
validation error:	0.276200
2017-02-09 20:50:37,072 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
2017-02-09 20:50:37,861 INFO     Saving network params to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/epoch-063.pkl
2017-02-09 20:50:38,738 INFO     epoch: 63 took 2.278s (0.001s in batching)
training loss:	0.538355
validation loss:	0.554995
validation error:	0.281000
2017-02-09 20:50:39,352 INFO     Wrote output to trainNN/out/v050-finunified-6-gca252aa-dirty:ff-best-56-28/config.json
