2017-01-26 20:42:57,530 DEBUG    version=v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen
2017-01-26 20:45:03,388 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:04,552 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-003.pkl
2017-01-26 20:45:04,634 INFO     epoch: 3 took 1.246s (0.001s in batching)
training loss:	0.627124
validation loss:	0.627468
validation error:	0.355489
2017-01-26 20:45:04,635 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:05,797 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-004.pkl
2017-01-26 20:45:05,879 INFO     epoch: 4 took 1.244s (0.001s in batching)
training loss:	0.622648
validation loss:	0.637766
validation error:	0.375574
2017-01-26 20:45:05,879 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:06,990 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-005.pkl
2017-01-26 20:45:07,071 INFO     epoch: 5 took 1.192s (0.001s in batching)
training loss:	0.619307
validation loss:	0.627405
validation error:	0.356681
2017-01-26 20:45:07,071 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:08,180 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-006.pkl
2017-01-26 20:45:08,260 INFO     epoch: 6 took 1.189s (0.001s in batching)
training loss:	0.615786
validation loss:	0.629435
validation error:	0.363064
2017-01-26 20:45:08,260 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:09,355 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-007.pkl
2017-01-26 20:45:09,434 INFO     epoch: 7 took 1.175s (0.001s in batching)
training loss:	0.613426
validation loss:	0.631957
validation error:	0.365064
2017-01-26 20:45:09,435 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:10,593 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-008.pkl
2017-01-26 20:45:10,685 INFO     epoch: 8 took 1.251s (0.001s in batching)
training loss:	0.610874
validation loss:	0.629908
validation error:	0.362808
2017-01-26 20:45:10,686 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:11,865 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-009.pkl
2017-01-26 20:45:12,319 INFO     epoch: 9 took 1.634s (0.001s in batching)
training loss:	0.607943
validation loss:	0.627909
validation error:	0.356511
2017-01-26 20:45:12,320 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:13,412 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-010.pkl
2017-01-26 20:45:13,490 INFO     epoch: 10 took 1.170s (0.001s in batching)
training loss:	0.606305
validation loss:	0.632400
validation error:	0.357872
2017-01-26 20:45:13,490 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:14,604 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-011.pkl
2017-01-26 20:45:14,684 INFO     epoch: 11 took 1.194s (0.001s in batching)
training loss:	0.604491
validation loss:	0.632595
validation error:	0.366511
2017-01-26 20:45:14,684 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:15,799 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-012.pkl
2017-01-26 20:45:15,880 INFO     epoch: 12 took 1.197s (0.001s in batching)
training loss:	0.601162
validation loss:	0.623879
validation error:	0.352170
2017-01-26 20:45:15,881 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:17,049 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-013.pkl
2017-01-26 20:45:17,129 INFO     epoch: 13 took 1.249s (0.001s in batching)
training loss:	0.599104
validation loss:	0.625582
validation error:	0.365277
2017-01-26 20:45:17,130 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:18,241 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-014.pkl
2017-01-26 20:45:18,321 INFO     epoch: 14 took 1.192s (0.001s in batching)
training loss:	0.597462
validation loss:	0.635087
validation error:	0.359106
2017-01-26 20:45:18,322 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:19,513 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-015.pkl
2017-01-26 20:45:19,601 INFO     epoch: 15 took 1.280s (0.001s in batching)
training loss:	0.596242
validation loss:	0.635710
validation error:	0.362085
2017-01-26 20:45:19,602 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:20,870 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-016.pkl
2017-01-26 20:45:20,951 INFO     epoch: 16 took 1.351s (0.001s in batching)
training loss:	0.593247
validation loss:	0.627782
validation error:	0.359787
2017-01-26 20:45:20,952 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:22,177 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-017.pkl
2017-01-26 20:45:22,259 INFO     epoch: 17 took 1.307s (0.001s in batching)
training loss:	0.592620
validation loss:	0.637356
validation error:	0.363064
2017-01-26 20:45:22,260 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:23,448 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-018.pkl
2017-01-26 20:45:24,162 INFO     epoch: 18 took 1.903s (0.001s in batching)
training loss:	0.590518
validation loss:	0.639705
validation error:	0.356851
2017-01-26 20:45:24,162 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:25,354 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-019.pkl
2017-01-26 20:45:25,439 INFO     epoch: 19 took 1.277s (0.001s in batching)
training loss:	0.589001
validation loss:	0.640071
validation error:	0.365702
2017-01-26 20:45:25,439 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:26,533 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-020.pkl
2017-01-26 20:45:26,619 INFO     epoch: 20 took 1.181s (0.001s in batching)
training loss:	0.587341
validation loss:	0.635343
validation error:	0.358766
2017-01-26 20:45:26,620 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:27,723 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-021.pkl
2017-01-26 20:45:27,802 INFO     epoch: 21 took 1.183s (0.001s in batching)
training loss:	0.586632
validation loss:	0.635497
validation error:	0.361660
2017-01-26 20:45:27,803 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:28,852 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-022.pkl
2017-01-26 20:45:28,927 INFO     epoch: 22 took 1.124s (0.001s in batching)
training loss:	0.584569
validation loss:	0.635673
validation error:	0.360894
2017-01-26 20:45:28,928 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:29,964 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-023.pkl
2017-01-26 20:45:30,041 INFO     epoch: 23 took 1.114s (0.001s in batching)
training loss:	0.583725
validation loss:	0.635229
validation error:	0.359191
2017-01-26 20:45:30,041 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:31,077 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-024.pkl
2017-01-26 20:45:31,152 INFO     epoch: 24 took 1.112s (0.001s in batching)
training loss:	0.581799
validation loss:	0.651913
validation error:	0.368681
2017-01-26 20:45:31,153 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:32,225 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-025.pkl
2017-01-26 20:45:32,301 INFO     epoch: 25 took 1.148s (0.001s in batching)
training loss:	0.581502
validation loss:	0.639197
validation error:	0.363830
2017-01-26 20:45:32,302 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:33,446 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-026.pkl
2017-01-26 20:45:33,529 INFO     epoch: 26 took 1.228s (0.001s in batching)
training loss:	0.579853
validation loss:	0.640989
validation error:	0.359021
2017-01-26 20:45:33,529 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:34,809 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-027.pkl
2017-01-26 20:45:34,902 INFO     epoch: 27 took 1.373s (0.001s in batching)
training loss:	0.578533
validation loss:	0.644843
validation error:	0.364723
2017-01-26 20:45:34,902 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:36,166 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-028.pkl
2017-01-26 20:45:36,252 INFO     epoch: 28 took 1.350s (0.001s in batching)
training loss:	0.578679
validation loss:	0.648921
validation error:	0.365149
2017-01-26 20:45:36,252 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:37,435 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-029.pkl
2017-01-26 20:45:37,524 INFO     epoch: 29 took 1.273s (0.001s in batching)
training loss:	0.576929
validation loss:	0.651514
validation error:	0.362979
2017-01-26 20:45:37,525 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:38,722 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-030.pkl
2017-01-26 20:45:38,801 INFO     epoch: 30 took 1.276s (0.001s in batching)
training loss:	0.576176
validation loss:	0.654967
validation error:	0.365702
2017-01-26 20:45:38,801 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:39,907 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-031.pkl
2017-01-26 20:45:39,989 INFO     epoch: 31 took 1.189s (0.001s in batching)
training loss:	0.574577
validation loss:	0.649406
validation error:	0.364085
2017-01-26 20:45:39,990 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:41,086 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-032.pkl
2017-01-26 20:45:41,167 INFO     epoch: 32 took 1.177s (0.001s in batching)
training loss:	0.573947
validation loss:	0.653473
validation error:	0.365149
2017-01-26 20:45:41,167 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:42,259 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-033.pkl
2017-01-26 20:45:42,334 INFO     epoch: 33 took 1.168s (0.001s in batching)
training loss:	0.573351
validation loss:	0.657002
validation error:	0.364723
2017-01-26 20:45:42,335 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:43,395 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-034.pkl
2017-01-26 20:45:43,470 INFO     epoch: 34 took 1.135s (0.001s in batching)
training loss:	0.572852
validation loss:	0.665022
validation error:	0.373021
2017-01-26 20:45:43,470 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:44,527 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-035.pkl
2017-01-26 20:45:44,602 INFO     epoch: 35 took 1.132s (0.001s in batching)
training loss:	0.571570
validation loss:	0.655706
validation error:	0.368723
2017-01-26 20:45:44,603 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:45,703 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-036.pkl
2017-01-26 20:45:45,778 INFO     epoch: 36 took 1.177s (0.001s in batching)
training loss:	0.571122
validation loss:	0.649870
validation error:	0.363830
2017-01-26 20:45:45,779 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:46,830 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-037.pkl
2017-01-26 20:45:46,907 INFO     epoch: 37 took 1.129s (0.001s in batching)
training loss:	0.569571
validation loss:	0.663450
validation error:	0.369234
2017-01-26 20:45:46,908 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:47,977 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-038.pkl
2017-01-26 20:45:48,059 INFO     epoch: 38 took 1.152s (0.001s in batching)
training loss:	0.569352
validation loss:	0.659871
validation error:	0.364383
2017-01-26 20:45:48,060 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:49,216 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-039.pkl
2017-01-26 20:45:49,293 INFO     epoch: 39 took 1.234s (0.001s in batching)
training loss:	0.568115
validation loss:	0.653761
validation error:	0.367191
2017-01-26 20:45:49,294 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:50,374 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-040.pkl
2017-01-26 20:45:50,456 INFO     epoch: 40 took 1.162s (0.001s in batching)
training loss:	0.567707
validation loss:	0.674929
validation error:	0.367106
2017-01-26 20:45:50,456 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:51,523 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-041.pkl
2017-01-26 20:45:51,605 INFO     epoch: 41 took 1.149s (0.001s in batching)
training loss:	0.565694
validation loss:	0.667531
validation error:	0.371617
2017-01-26 20:45:51,606 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:52,873 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-042.pkl
2017-01-26 20:45:52,969 INFO     epoch: 42 took 1.364s (0.001s in batching)
training loss:	0.567068
validation loss:	0.663910
validation error:	0.376681
2017-01-26 20:45:52,970 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:54,271 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-043.pkl
2017-01-26 20:45:54,358 INFO     epoch: 43 took 1.389s (0.001s in batching)
training loss:	0.564768
validation loss:	0.664541
validation error:	0.368128
2017-01-26 20:45:54,359 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:55,627 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-044.pkl
2017-01-26 20:45:55,713 INFO     epoch: 44 took 1.355s (0.001s in batching)
training loss:	0.564310
validation loss:	0.665694
validation error:	0.372596
2017-01-26 20:45:55,714 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:57,043 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-045.pkl
2017-01-26 20:45:57,133 INFO     epoch: 45 took 1.420s (0.001s in batching)
training loss:	0.564497
validation loss:	0.682115
validation error:	0.370468
2017-01-26 20:45:57,134 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:45:58,418 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-046.pkl
2017-01-26 20:45:58,508 INFO     epoch: 46 took 1.375s (0.001s in batching)
training loss:	0.563725
validation loss:	0.666284
validation error:	0.366213
2017-01-26 20:45:59,103 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:00,323 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-047.pkl
2017-01-26 20:46:00,407 INFO     epoch: 47 took 1.899s (0.001s in batching)
training loss:	0.562214
validation loss:	0.678826
validation error:	0.376979
2017-01-26 20:46:00,408 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:01,577 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-048.pkl
2017-01-26 20:46:01,661 INFO     epoch: 48 took 1.254s (0.001s in batching)
training loss:	0.562588
validation loss:	0.656452
validation error:	0.364638
2017-01-26 20:46:01,662 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:02,833 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-049.pkl
2017-01-26 20:46:02,916 INFO     epoch: 49 took 1.255s (0.001s in batching)
training loss:	0.561891
validation loss:	0.676698
validation error:	0.374000
2017-01-26 20:46:02,917 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:04,087 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-050.pkl
2017-01-26 20:46:04,170 INFO     epoch: 50 took 1.254s (0.001s in batching)
training loss:	0.560360
validation loss:	0.657546
validation error:	0.359234
2017-01-26 20:46:04,171 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:05,398 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-051.pkl
2017-01-26 20:46:05,485 INFO     epoch: 51 took 1.315s (0.001s in batching)
training loss:	0.560727
validation loss:	0.660458
validation error:	0.372298
2017-01-26 20:46:05,486 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:06,672 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-052.pkl
2017-01-26 20:46:06,757 INFO     epoch: 52 took 1.272s (0.001s in batching)
training loss:	0.560093
validation loss:	0.665190
validation error:	0.366511
2017-01-26 20:46:06,758 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:07,982 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-053.pkl
2017-01-26 20:46:08,068 INFO     epoch: 53 took 1.312s (0.001s in batching)
training loss:	0.558885
validation loss:	0.670864
validation error:	0.368766
2017-01-26 20:46:08,069 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:09,249 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-054.pkl
2017-01-26 20:46:09,336 INFO     epoch: 54 took 1.268s (0.001s in batching)
training loss:	0.559330
validation loss:	0.662143
validation error:	0.369574
2017-01-26 20:46:09,337 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:10,517 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-055.pkl
2017-01-26 20:46:10,600 INFO     epoch: 55 took 1.264s (0.001s in batching)
training loss:	0.557534
validation loss:	0.669046
validation error:	0.366936
2017-01-26 20:46:10,602 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:11,757 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-056.pkl
2017-01-26 20:46:11,835 INFO     epoch: 56 took 1.235s (0.001s in batching)
training loss:	0.558180
validation loss:	0.684120
validation error:	0.377149
2017-01-26 20:46:11,836 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:12,918 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-057.pkl
2017-01-26 20:46:13,006 INFO     epoch: 57 took 1.171s (0.001s in batching)
training loss:	0.557185
validation loss:	0.674042
validation error:	0.369830
2017-01-26 20:46:13,007 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/config.json
2017-01-26 20:46:14,117 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92:simple-ff-ffv-adam-75-40-mintalklen/epoch-058.pkl
