2017-01-26 20:49:27,071 DEBUG    version=v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0
2017-01-26 20:55:35,115 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:38,972 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-006.pkl
2017-01-26 20:55:39,239 INFO     epoch: 6 took 4.125s (0.003s in batching)
training loss:	0.605225
validation loss:	0.603563
validation error:	0.331218
2017-01-26 20:55:39,240 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:43,119 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-007.pkl
2017-01-26 20:55:43,332 INFO     epoch: 7 took 4.093s (0.003s in batching)
training loss:	0.603434
validation loss:	0.601296
validation error:	0.330511
2017-01-26 20:55:43,333 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:46,961 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-008.pkl
2017-01-26 20:55:47,178 INFO     epoch: 8 took 3.846s (0.003s in batching)
training loss:	0.601761
validation loss:	0.604951
validation error:	0.331925
2017-01-26 20:55:47,179 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:50,829 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-009.pkl
2017-01-26 20:55:51,046 INFO     epoch: 9 took 3.868s (0.003s in batching)
training loss:	0.600432
validation loss:	0.602002
validation error:	0.329940
2017-01-26 20:55:51,295 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:54,972 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-010.pkl
2017-01-26 20:55:55,187 INFO     epoch: 10 took 4.141s (0.011s in batching)
training loss:	0.599470
validation loss:	0.599963
validation error:	0.327218
2017-01-26 20:55:55,188 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:55:58,920 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-011.pkl
2017-01-26 20:55:59,151 INFO     epoch: 11 took 3.964s (0.003s in batching)
training loss:	0.598155
validation loss:	0.610709
validation error:	0.335549
2017-01-26 20:55:59,151 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:03,341 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-012.pkl
2017-01-26 20:56:03,559 INFO     epoch: 12 took 4.408s (0.003s in batching)
training loss:	0.596716
validation loss:	0.602799
validation error:	0.331248
2017-01-26 20:56:03,559 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:07,390 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-013.pkl
2017-01-26 20:56:07,639 INFO     epoch: 13 took 4.081s (0.003s in batching)
training loss:	0.596068
validation loss:	0.600364
validation error:	0.327023
2017-01-26 20:56:07,640 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:12,126 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-014.pkl
2017-01-26 20:56:12,411 INFO     epoch: 14 took 4.772s (0.004s in batching)
training loss:	0.594966
validation loss:	0.598882
validation error:	0.323880
2017-01-26 20:56:12,413 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:16,981 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-015.pkl
2017-01-26 20:56:17,213 INFO     epoch: 15 took 4.802s (0.005s in batching)
training loss:	0.593820
validation loss:	0.598143
validation error:	0.324767
2017-01-26 20:56:17,214 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:21,377 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-016.pkl
2017-01-26 20:56:21,607 INFO     epoch: 16 took 4.394s (0.003s in batching)
training loss:	0.593234
validation loss:	0.601298
validation error:	0.327368
2017-01-26 20:56:21,608 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:25,597 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-017.pkl
2017-01-26 20:56:25,833 INFO     epoch: 17 took 4.226s (0.003s in batching)
training loss:	0.592405
validation loss:	0.602839
validation error:	0.331414
2017-01-26 20:56:25,833 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:29,777 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-018.pkl
2017-01-26 20:56:30,007 INFO     epoch: 18 took 4.174s (0.003s in batching)
training loss:	0.591541
validation loss:	0.603518
validation error:	0.329323
2017-01-26 20:56:30,007 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:34,015 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-019.pkl
2017-01-26 20:56:34,257 INFO     epoch: 19 took 4.250s (0.003s in batching)
training loss:	0.590887
validation loss:	0.599374
validation error:	0.325308
2017-01-26 20:56:34,257 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:38,218 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-020.pkl
2017-01-26 20:56:38,446 INFO     epoch: 20 took 4.189s (0.003s in batching)
training loss:	0.589997
validation loss:	0.607021
validation error:	0.333128
2017-01-26 20:56:38,447 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:42,425 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-021.pkl
2017-01-26 20:56:42,666 INFO     epoch: 21 took 4.220s (0.003s in batching)
training loss:	0.589258
validation loss:	0.602999
validation error:	0.328752
2017-01-26 20:56:42,667 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:46,878 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-022.pkl
2017-01-26 20:56:47,173 INFO     epoch: 22 took 4.507s (0.004s in batching)
training loss:	0.588861
validation loss:	0.602931
validation error:	0.324556
2017-01-26 20:56:47,195 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:51,044 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-023.pkl
2017-01-26 20:56:51,263 INFO     epoch: 23 took 4.090s (0.003s in batching)
training loss:	0.588345
validation loss:	0.602118
validation error:	0.327789
2017-01-26 20:56:51,264 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:55,010 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-024.pkl
2017-01-26 20:56:55,231 INFO     epoch: 24 took 3.968s (0.003s in batching)
training loss:	0.587934
validation loss:	0.612299
validation error:	0.336256
2017-01-26 20:56:55,253 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:56:59,205 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-025.pkl
2017-01-26 20:56:59,448 INFO     epoch: 25 took 4.217s (0.003s in batching)
training loss:	0.587237
validation loss:	0.601563
validation error:	0.325624
2017-01-26 20:56:59,449 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:03,521 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-026.pkl
2017-01-26 20:57:03,755 INFO     epoch: 26 took 4.307s (0.003s in batching)
training loss:	0.586735
validation loss:	0.602782
validation error:	0.328376
2017-01-26 20:57:03,756 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:07,729 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-027.pkl
2017-01-26 20:57:07,961 INFO     epoch: 27 took 4.206s (0.003s in batching)
training loss:	0.586108
validation loss:	0.605517
validation error:	0.326030
2017-01-26 20:57:07,962 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:11,971 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-028.pkl
2017-01-26 20:57:12,203 INFO     epoch: 28 took 4.242s (0.003s in batching)
training loss:	0.585826
validation loss:	0.604345
validation error:	0.327038
2017-01-26 20:57:12,204 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:16,183 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-029.pkl
2017-01-26 20:57:16,412 INFO     epoch: 29 took 4.209s (0.003s in batching)
training loss:	0.585445
validation loss:	0.602008
validation error:	0.325398
2017-01-26 20:57:16,413 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:20,396 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-030.pkl
2017-01-26 20:57:20,625 INFO     epoch: 30 took 4.213s (0.003s in batching)
training loss:	0.585000
validation loss:	0.606059
validation error:	0.331278
2017-01-26 20:57:20,626 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:24,595 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-031.pkl
2017-01-26 20:57:24,866 INFO     epoch: 31 took 4.240s (0.003s in batching)
training loss:	0.584842
validation loss:	0.603923
validation error:	0.327053
2017-01-26 20:57:24,925 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:28,862 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-032.pkl
2017-01-26 20:57:29,096 INFO     epoch: 32 took 4.230s (0.004s in batching)
training loss:	0.584509
validation loss:	0.606646
validation error:	0.328436
2017-01-26 20:57:29,097 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:33,031 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-033.pkl
2017-01-26 20:57:33,257 INFO     epoch: 33 took 4.161s (0.003s in batching)
training loss:	0.584101
validation loss:	0.605489
validation error:	0.328105
2017-01-26 20:57:33,258 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:37,167 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-034.pkl
2017-01-26 20:57:37,397 INFO     epoch: 34 took 4.140s (0.003s in batching)
training loss:	0.583674
validation loss:	0.603368
validation error:	0.326677
2017-01-26 20:57:37,398 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:41,354 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-035.pkl
2017-01-26 20:57:41,581 INFO     epoch: 35 took 4.183s (0.003s in batching)
training loss:	0.583406
validation loss:	0.602190
validation error:	0.328090
2017-01-26 20:57:41,582 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:45,517 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-036.pkl
2017-01-26 20:57:45,744 INFO     epoch: 36 took 4.163s (0.003s in batching)
training loss:	0.583203
validation loss:	0.604042
validation error:	0.327534
2017-01-26 20:57:45,745 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:49,702 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-037.pkl
2017-01-26 20:57:49,931 INFO     epoch: 37 took 4.187s (0.003s in batching)
training loss:	0.582889
validation loss:	0.606285
validation error:	0.332902
2017-01-26 20:57:49,932 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:53,925 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-038.pkl
2017-01-26 20:57:54,162 INFO     epoch: 38 took 4.231s (0.003s in batching)
training loss:	0.582576
validation loss:	0.605804
validation error:	0.326932
2017-01-26 20:57:54,163 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:57:58,142 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-039.pkl
2017-01-26 20:57:58,373 INFO     epoch: 39 took 4.211s (0.003s in batching)
training loss:	0.582156
validation loss:	0.607022
validation error:	0.329293
2017-01-26 20:57:58,374 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:02,361 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-040.pkl
2017-01-26 20:58:02,589 INFO     epoch: 40 took 4.216s (0.003s in batching)
training loss:	0.582247
validation loss:	0.606456
validation error:	0.328902
2017-01-26 20:58:02,590 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:06,565 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-041.pkl
2017-01-26 20:58:06,794 INFO     epoch: 41 took 4.205s (0.003s in batching)
training loss:	0.581635
validation loss:	0.601561
validation error:	0.323519
2017-01-26 20:58:06,795 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:10,772 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-042.pkl
2017-01-26 20:58:11,005 INFO     epoch: 42 took 4.210s (0.003s in batching)
training loss:	0.581691
validation loss:	0.607345
validation error:	0.327594
2017-01-26 20:58:11,005 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:14,976 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-043.pkl
2017-01-26 20:58:15,209 INFO     epoch: 43 took 4.205s (0.003s in batching)
training loss:	0.581376
validation loss:	0.604854
validation error:	0.331459
2017-01-26 20:58:15,210 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:19,177 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-044.pkl
2017-01-26 20:58:19,409 INFO     epoch: 44 took 4.199s (0.003s in batching)
training loss:	0.581278
validation loss:	0.601935
validation error:	0.324436
2017-01-26 20:58:19,410 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:23,393 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-045.pkl
2017-01-26 20:58:23,621 INFO     epoch: 45 took 4.212s (0.003s in batching)
training loss:	0.580565
validation loss:	0.604282
validation error:	0.326887
2017-01-26 20:58:23,622 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:27,576 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-046.pkl
2017-01-26 20:58:27,808 INFO     epoch: 46 took 4.187s (0.003s in batching)
training loss:	0.580504
validation loss:	0.604943
validation error:	0.324271
2017-01-26 20:58:27,809 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:31,778 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-047.pkl
2017-01-26 20:58:32,008 INFO     epoch: 47 took 4.200s (0.003s in batching)
training loss:	0.580524
validation loss:	0.607121
validation error:	0.326962
2017-01-26 20:58:32,009 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:35,990 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-048.pkl
2017-01-26 20:58:36,225 INFO     epoch: 48 took 4.217s (0.003s in batching)
training loss:	0.580059
validation loss:	0.608071
validation error:	0.329398
2017-01-26 20:58:36,226 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:40,157 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-049.pkl
2017-01-26 20:58:40,384 INFO     epoch: 49 took 4.159s (0.003s in batching)
training loss:	0.579776
validation loss:	0.603642
validation error:	0.325564
2017-01-26 20:58:40,385 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:44,316 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-050.pkl
2017-01-26 20:58:44,542 INFO     epoch: 50 took 4.158s (0.003s in batching)
training loss:	0.579713
validation loss:	0.604238
validation error:	0.327023
2017-01-26 20:58:44,543 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:48,479 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-051.pkl
2017-01-26 20:58:48,708 INFO     epoch: 51 took 4.166s (0.003s in batching)
training loss:	0.579659
validation loss:	0.610078
validation error:	0.330812
2017-01-26 20:58:48,709 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:52,631 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-052.pkl
2017-01-26 20:58:52,858 INFO     epoch: 52 took 4.150s (0.003s in batching)
training loss:	0.579223
validation loss:	0.605679
validation error:	0.324541
2017-01-26 20:58:52,859 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:58:56,851 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-053.pkl
2017-01-26 20:58:57,093 INFO     epoch: 53 took 4.235s (0.003s in batching)
training loss:	0.579263
validation loss:	0.607164
validation error:	0.329759
2017-01-26 20:58:57,095 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
2017-01-26 20:59:01,071 INFO     Saving network params to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/epoch-054.pkl
2017-01-26 20:59:01,301 INFO     epoch: 54 took 4.207s (0.004s in batching)
training loss:	0.578834
validation loss:	0.608009
validation error:	0.325474
2017-01-26 20:59:01,302 INFO     Wrote output to trainNN/out/v045-unified-14-ga63bb92-dirty:simple-ff-ffv-adam-75-40-mintalklen-0/config.json
